count,word,rank,cumulative_fraction
42,mund,802,0.8172
42,holen,803,0.8173
42,hoffentlich,804,0.8174
42,hasse,805,0.8175
42,fühlen,806,0.8177
42,früh,807,0.8178
42,frei,808,0.8179
42,bekommt,809,0.818
42,aha,810,0.8181
41,witze,811,0.8182
41,wagen,812,0.8183
41,ungefähr,813,0.8184
41,toller,814,0.8186
41,sowieso,815,0.8187
41,singt,816,0.8188
41,lachen,817,0.8189
41,foto,818,0.819
41,falls,819,0.8191
41,blödsinn,820,0.8192
41,blöde,821,0.8193
40,übrigens,822,0.8194
40,ziehen,823,0.8196
40,wüsste,824,0.8197
40,wurden,825,0.8198
40,weh,826,0.8199
40,tochter,827,0.82
40,stolz,828,0.8201
40,schwul,829,0.8202
40,schade,830,0.8203
40,möchten,831,0.8204
40,mona,832,0.8205
40,gratuliere,833,0.8206
40,fenster,834,0.8208
40,dagegen,835,0.8209
40,bleibt,836,0.821
40,band,837,0.8211
39,wenn's,838,0.8212
39,sitzt,839,0.8213
39,schaffen,840,0.8214
39,meines,841,0.8215
39,liebling,842,0.8216
39,lhrer,843,0.8217
39,krankenhaus,844,0.8218
39,krank,845,0.8219
39,jedes,846,0.822
39,heiß,847,0.8221
39,eher,848,0.8222
39,bereit,849,0.8224
38,tulsa,850,0.8225
38,solche,851,0.8226
38,setz,852,0.8227
38,scheint,853,0.8228
38,nimmst,854,0.8229
38,neues,855,0.823
38,meisten,856,0.8231
38,liebt,857,0.8232
38,klopfen,858,0.8233
38,klein,859,0.8234
38,gewinnen,860,0.8235
38,fühlst,861,0.8236
38,bescheid,862,0.8237
38,babies,863,0.8238
37,wunderbar,864,0.8239
37,wochenende,865,0.824
37,teil,866,0.8241
37,stand,867,0.8242
37,spiele,868,0.8243
37,müsste,869,0.8244
37,monicas,870,0.8245
37,lauren,871,0.8246
37,hände,872,0.8247
37,hose,873,0.8248
37,getrennt,874,0.8249
37,fühl,875,0.825
37,behalten,876,0.8251
36,weile,877,0.8252
36,wart,878,0.8253
36,voll,879,0.8254
36,tue,880,0.8255
36,traurig,881,0.8256
36,suche,882,0.8257
36,stelle,883,0.8258
36,nervös,884,0.8259
36,langsam,885,0.826
36,kennt,886,0.8261
36,kekse,887,0.8262
36,karten,888,0.8263
36,jede,889,0.8264
36,idie,890,0.8265
36,gebracht,891,0.8266
36,fühlt,892,0.8267
36,frag,893,0.8268
36,fangen,894,0.8269
36,euer,895,0.827
36,ausgehen,896,0.8271
36,alte,897,0.8272
36,'nem,898,0.8273
35,Überraschung,899,0.8274
35,unseren,900,0.8275
35,tÜR,901,0.8276
35,total,902,0.8277
35,thema,903,0.8277
35,sagtest,904,0.8278
35,rendezvous,905,0.8279
35,laut,906,0.828
35,kaputt,907,0.8281
35,interessant,908,0.8282
35,hält,909,0.8283
35,erwarten,910,0.8284
35,bringt,911,0.8285
35,blöd,912,0.8286
35,beispiel,913,0.8287
35,aussehen,914,0.8288
34,übel,915,0.8289
34,wohnt,916,0.829
34,weinen,917,0.8291
34,wein,918,0.8292
34,weihnachten,919,0.8293
34,wasser,920,0.8294
34,vorsichtig,921,0.8294
34,tante,922,0.8295
34,straße,923,0.8296
34,mies,924,0.8297
34,magst,925,0.8298
34,länger,926,0.8299
34,lhren,927,0.83
34,kuss,928,0.8301
34,klingelt,929,0.8302
34,immerhin,930,0.8303
34,idu,931,0.8304
34,halte,932,0.8305
34,großmutter,933,0.8306
34,glaubt,934,0.8306
34,gefühle,935,0.8307
34,gedanken,936,0.8308
34,fragt,937,0.8309
34,eigenartig,938,0.831
34,café,939,0.8311
34,bringe,940,0.8312
34,bekomme,941,0.8313
33,zieh,942,0.8314
33,zeug,943,0.8315
33,weise,944,0.8316
33,wahrheit,945,0.8317
33,verdient,946,0.8317
33,taxi,947,0.8318
33,probleme,948,0.8319
33,pizza,949,0.832
33,packen,950,0.8321
33,müsst,951,0.8322
33,leg,952,0.8323
33,krieg,953,0.8324
33,idas,954,0.8325
33,greene,955,0.8326
33,green,956,0.8326
33,geschrieben,957,0.8327
33,führen,958,0.8328
33,freue,959,0.8329
33,feiern,960,0.833
33,drüben,961,0.8331
33,couch,962,0.8332
33,bin's,963,0.8333
33,bekommst,964,0.8334
32,versprochen,965,0.8334
32,verschwinden,966,0.8335
32,verlieren,967,0.8336
32,unten,968,0.8337
32,tatsächlich,969,0.8338
32,spricht,970,0.8339
32,spinnst,971,0.834
32,sie's,972,0.8341
32,setzen,973,0.8341
32,schlimmer,974,0.8342
32,rief,975,0.8343
32,rauchen,976,0.8344
32,quatsch,977,0.8345
32,prima,978,0.8346
32,onkel,979,0.8347
32,liegen,980,0.8348
32,lief,981,0.8348
32,leiden,982,0.8349
32,lasse,983,0.835
32,küche,984,0.8351
32,hörst,985,0.8352
32,groß,986,0.8353
32,geredet,987,0.8354
32,genommen,988,0.8355
32,finger,989,0.8355
32,entschuldigt,990,0.8356
32,college,991,0.8357
32,arme,992,0.8358
32,arbeite,993,0.8359
32,ans,994,0.836
32,alter,995,0.8361
31,wünsche,996,0.8361
31,wofür,997,0.8362
31,willkommen,998,0.8363
31,süße,999,0.8364
31,richtigen,1000,0.8365
