count,word,rank,cumulative_fraction
37033,courant,594,0.7648
36968,doute,595,0.765
36716,seconde,596,0.7651
36708,fous,597,0.7653
36665,trucs,598,0.7654
36630,questions,599,0.7656
36623,allais,600,0.7657
36543,cool,601,0.7659
36415,nouvelles,602,0.766
36389,sérieux,603,0.7662
36353,john,604,0.7663
36276,marché,605,0.7665
36258,gentil,606,0.7666
36166,haut,607,0.7668
36164,malade,608,0.7669
36060,allé,609,0.7671
36043,devons,610,0.7672
36040,dîner,611,0.7674
35959,esprit,612,0.7675
35935,sors,613,0.7677
35908,moyen,614,0.7678
35852,jack,615,0.768
35812,six,616,0.7681
35798,changé,617,0.7683
35730,semaines,618,0.7684
35629,salle,619,0.7686
35606,comprendre,620,0.7687
35581,sauver,621,0.7688
35528,celle,622,0.769
35384,cul,623,0.7691
35377,seigneur,624,0.7693
35240,simple,625,0.7694
35054,appris,626,0.7696
34982,commencé,627,0.7697
34981,bras,628,0.7699
34923,suppose,629,0.77
34742,chéri,630,0.7701
34655,partout,631,0.7703
34600,visage,632,0.7704
34592,prochaine,633,0.7706
34510,ecoute,634,0.7707
34472,chemin,635,0.7709
34320,retard,636,0.771
34274,soirée,637,0.7711
34246,meilleure,638,0.7713
34189,écrit,639,0.7714
34088,livre,640,0.7716
33953,s,641,0.7717
33918,face,642,0.7718
33832,ferais,643,0.772
33811,boire,644,0.7721
33775,new,645,0.7723
33674,vaut,646,0.7724
33648,h,647,0.7725
33502,surtout,648,0.7727
33488,soyez,649,0.7728
33469,morts,650,0.7729
33356,bois,651,0.7731
33351,joue,652,0.7732
33218,rapport,653,0.7734
33177,message,654,0.7735
33056,rentre,655,0.7736
33001,pauvre,656,0.7738
32914,erreur,657,0.7739
32897,sinon,658,0.774
32852,plait,659,0.7742
32840,honneur,660,0.7743
32805,devait,661,0.7744
32494,entends,662,0.7746
32454,mets,663,0.7747
32387,sam,664,0.7748
32386,rencontrer,665,0.775
32384,an,666,0.7751
32356,occupe,667,0.7752
32351,devenir,668,0.7754
32333,souvent,669,0.7755
32312,revenir,670,0.7756
32302,pouvait,671,0.7758
32291,messieurs,672,0.7759
32254,sort,673,0.776
32058,pièce,674,0.7762
31988,dormir,675,0.7763
31922,grave,676,0.7764
31903,commencer,677,0.7766
31815,roi,678,0.7767
31796,groupe,679,0.7768
31750,carte,680,0.777
31749,intérieur,681,0.7771
31733,reçu,682,0.7772
31707,rêve,683,0.7773
31704,bonsoir,684,0.7775
