count,word,rank,cumulative_fraction
14645,собираешься,714,0.6936
14609,дайте,715,0.6937
14589,крови,716,0.6939
14582,сможет,717,0.694
14567,хотим,718,0.6941
14553,дерьмо,719,0.6943
14542,идем,720,0.6944
14524,поняла,721,0.6946
14498,минуту,722,0.6947
14493,сих,723,0.6948
14461,путь,724,0.695
14429,видите,725,0.6951
14417,готова,726,0.6953
14388,женщины,727,0.6954
14368,джек,728,0.6955
14365,твоих,729,0.6957
14363,следует,730,0.6958
14345,твоим,731,0.6959
14302,вернуть,732,0.6961
14282,смерть,733,0.6962
14225,вина,734,0.6963
14201,машины,735,0.6965
14196,мило,736,0.6966
14171,леди,737,0.6967
14152,неужели,738,0.6969
14140,заткнись,739,0.697
14118,решение,740,0.6972
14091,например,741,0.6973
14085,начать,742,0.6974
14083,семьи,743,0.6976
14077,конце,744,0.6977
14073,джо,745,0.6978
14056,история,746,0.698
14050,трудно,747,0.6981
14050,смотрите,748,0.6982
14041,спросить,749,0.6984
14033,проблем,750,0.6985
14000,любишь,751,0.6986
13993,чарли,752,0.6988
13970,пошел,753,0.6989
13964,месяцев,754,0.699
13962,сэм,755,0.6992
13948,шоу,756,0.6993
13946,пап,757,0.6994
13935,комнате,758,0.6996
13924,вдруг,759,0.6997
13911,нашу,760,0.6998
13910,второй,761,0.7
13900,прошлой,762,0.7001
13894,лучший,763,0.7002
13882,прощения,764,0.7004
13868,круто,765,0.7005
13803,милый,766,0.7006
13760,б,767,0.7007
13737,постоянно,768,0.7009
13722,оставить,769,0.701
13683,больно,770,0.7011
13681,знают,771,0.7013
13675,послушайте,772,0.7014
13670,школе,773,0.7015
13612,говоря,774,0.7017
13608,забыл,775,0.7018
13605,матери,776,0.7019
13596,полиции,777,0.702
13586,полностью,778,0.7022
13554,иметь,779,0.7023
13537,поможет,780,0.7024
13534,добро,781,0.7026
13522,образом,782,0.7027
13518,иду,783,0.7028
13501,рождения,784,0.7029
13478,крайней,785,0.7031
13458,нему,786,0.7032
13423,часто,787,0.7033
13403,никакого,788,0.7035
13387,случай,789,0.7036
13373,неплохо,790,0.7037
13326,посмотрите,791,0.7038
13269,детка,792,0.704
13251,машине,793,0.7041
13235,слушайте,794,0.7042
13214,спасти,795,0.7043
13180,сделаем,796,0.7045
13179,узнал,797,0.7046
13171,использовать,798,0.7047
13138,прекрати,799,0.7048
13119,убийство,800,0.705
13111,шесть,801,0.7051
13097,девочка,802,0.7052
13084,господа,803,0.7053
13047,чуть,804,0.7055
13038,выглядишь,805,0.7056
13031,невозможно,806,0.7057
13003,пол,807,0.7058
13000,агент,808,0.706
12979,другого,809,0.7061
12970,думает,810,0.7062
12965,свет,811,0.7063
12959,держи,812,0.7065
12930,наше,813,0.7066
12898,недели,814,0.7067
12897,погоди,815,0.7068
12880,ненавижу,816,0.707
12871,настолько,817,0.7071
12871,другое,818,0.7072
12861,убили,819,0.7073
12808,маленький,820,0.7074
12808,меньше,821,0.7076
12774,имеешь,822,0.7077
12764,эм,823,0.7078
12755,легко,824,0.7079
12725,обещаю,825,0.708
12709,имени,826,0.7082
12683,очевидно,827,0.7083
12678,людям,828,0.7084
12657,последние,829,0.7085
12603,школу,830,0.7087
12594,мадам,831,0.7088
12587,друзей,832,0.7089
12577,последнее,833,0.709
12568,понятия,834,0.7091
12543,своими,835,0.7093
12506,либо,836,0.7094
12504,родители,837,0.7095
12456,сообщение,838,0.7096
12450,помогите,839,0.7097
12406,показать,840,0.7098
12403,вместо,841,0.71
12391,особенно,842,0.7101
12384,моем,843,0.7102
12373,спокойной,844,0.7103
12349,всей,845,0.7104
12304,свидания,846,0.7106
12292,самого,847,0.7107
12288,сделай,848,0.7108
12281,большая,849,0.7109
12267,поехали,850,0.711
12253,ответ,851,0.7111
12216,городе,852,0.7113
12203,минутку,853,0.7114
12181,мало,854,0.7115
12176,делай,855,0.7116
12135,забрать,856,0.7117
12106,стало,857,0.7118
12079,пожаловать,858,0.7119
12078,серьёзно,859,0.7121
12044,детектив,860,0.7122
12021,истории,861,0.7123
12020,прошло,862,0.7124
12003,убийца,863,0.7125
11993,окей,864,0.7126
11981,купить,865,0.7127
11979,вопросы,866,0.7129
11971,возможность,867,0.713
11960,ваших,868,0.7131
11958,означает,869,0.7132
11945,делают,870,0.7133
11944,ужин,871,0.7134
11913,любви,872,0.7135
11848,замечательно,873,0.7137
11846,идите,874,0.7138
11841,клянусь,875,0.7139
11837,абсолютно,876,0.714
11832,выйти,877,0.7141
11822,секунду,878,0.7142
11812,человеком,879,0.7143
11811,чему,880,0.7144
11801,немедленно,881,0.7146
11792,смешно,882,0.7147
11786,позвонить,883,0.7148
11782,наконец,884,0.7149
11778,обязательно,885,0.715
11721,остановить,886,0.7151
11676,насчёт,887,0.7152
11672,ввиду,888,0.7153
11602,бывает,889,0.7155
11594,любой,890,0.7156
11573,мужик,891,0.7157
11566,забудь,892,0.7158
11566,твоё,893,0.7159
11551,мэм,894,0.716
11538,переводчики,895,0.7161
11531,любом,896,0.7162
11527,придётся,897,0.7163
11458,волнуйся,898,0.7164
11453,выбор,899,0.7165
11453,ноги,900,0.7167
11445,представить,901,0.7168
11439,стала,902,0.7169
11427,поводу,903,0.717
11421,оставь,904,0.7171
11408,майкл,905,0.7172
11356,всему,906,0.7173
11282,хорошие,907,0.7174
11270,города,908,0.7175
11261,тысяч,909,0.7176
11243,настоящий,910,0.7177
11240,своё,911,0.7178
11232,выпить,912,0.718
11229,боль,913,0.7181
11224,известно,914,0.7182
11223,перестань,915,0.7183
11208,малыш,916,0.7184
11206,оставил,917,0.7185
11202,вещь,918,0.7186
11189,которым,919,0.7187
11185,работаю,920,0.7188
11180,увидел,921,0.7189
11171,потерял,922,0.719
11162,хотелось,923,0.7191
11153,подумала,924,0.7192
11104,повезло,925,0.7193
11086,умерла,926,0.7194
11083,неделе,927,0.7195
11072,пистолет,928,0.7197
11071,таком,929,0.7198
11052,воды,930,0.7199
11024,прошлом,931,0.72
11008,дам,932,0.7201
10986,начал,933,0.7202
10966,босс,934,0.7203
10959,счет,935,0.7204
10940,отцом,936,0.7205
10937,поговорим,937,0.7206
10921,связи,938,0.7207
10916,десять,939,0.7208
10910,встретиться,940,0.7209
10905,генри,941,0.721
10891,тихо,942,0.7211
10884,фильм,943,0.7212
10884,убийства,944,0.7213
10875,умереть,945,0.7214
10857,э,946,0.7215
10843,держать,947,0.7216
10834,искать,948,0.7217
10831,подумать,949,0.7218
10826,причина,950,0.7219
10808,принять,951,0.722
10795,слышишь,952,0.7221
10772,комнату,953,0.7223
10759,рано,954,0.7224
10751,историю,955,0.7225
10748,речь,956,0.7226
10747,работал,957,0.7227
10713,s,958,0.7228
10712,удачи,959,0.7229
10689,сложно,960,0.723
10669,самая,961,0.7231
10660,бога,962,0.7232
10645,ух,963,0.7233
10640,еду,964,0.7234
10637,вести,965,0.7235
10598,спокойно,966,0.7236
10591,подарок,967,0.7237
10578,позволить,968,0.7238
10574,право,969,0.7239
10545,намного,970,0.724
10509,конца,971,0.7241
10497,моему,972,0.7242
10493,вероятно,973,0.7243
10483,успокойся,974,0.7244
10423,рассказал,975,0.7245
10422,предложение,976,0.7246
10390,одним,977,0.7247
10387,улице,978,0.7248
10375,питер,979,0.7249
10368,брата,980,0.725
10361,ы,981,0.7251
10360,мира,982,0.7252
10354,женщин,983,0.7253
10352,словно,984,0.7254
10312,получится,985,0.7255
10257,тяжело,986,0.7256
10256,доктора,987,0.7257
10241,пойдём,988,0.7258
10232,компании,989,0.7259
10221,чувствуешь,990,0.726
10194,другим,991,0.726
10194,игра,992,0.7261
10180,познакомиться,993,0.7262
10173,вниз,994,0.7263
10157,провести,995,0.7264
10150,возьму,996,0.7265
10146,проверить,997,0.7266
10135,случится,998,0.7267
10123,уходи,999,0.7268
